links,terms,snippets,question 1,response 1,response confidence 1,question 2,response 2,response confidence 2,res
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZW1lcmdlbmNpZXMtYWN0LXZvdGUtMS42MzU5MjQz0gEA?oc=5,Justin Trudeau,"motion, which passed by a vote of 185 to 151. Immediately after the vote passed, interim Conservative Leader Candice Bergen stood up and tried to enter a motion recalling the use of the Emergencies Act, but that motion was ruled out of order. Earlier in the day Prime Minister Justin Trudeau defended his government's decision to invoke the Emergencies Act in response to protesters occupying some streets in downtown Ottawa, saying the decision to trigger the act was not one he and his government took lightly. ""It became clear that local and provincial authorities needed more tools to restore order","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZW1lcmdlbmNpZXMtYWN0LXZvdGUtMS42MzU5MjQz0gEA?oc=5,Jagmeet Singh,"any time. ""We share the concern of many Canadians that the government may misuse the powers in the Emergencies Act, so I want to be very clear: We will be watching. We will withdraw our support if, at any point, we feel these powers are being misused,"" NDP Leader Jagmeet Singh told the House at the start of the debate on Thursday. Singh again promised his party's ""reluctant support"" for triggering the Emergencies Act early Monday, saying New Democrats are prepared to trigger a second vote if they decide that the measures provided for under the act are no longer","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,89.6% 10.4% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3RydWRlYXUtZW1lcmdlbmNpZXMtYWN0LXZvdGUtMS42MzU5MjQz0gEA?oc=5,Jagmeet Singh,"act states that it cannot be in force for more than 30 days from the date it was invoked, in this case Feb. 14. Singh said New Democrats would not support its use for that long and called on the government to provide regular updates to MPs. WATCH | Jagmeet Singh says NDP will 'reluctantly' support use of Emergencies Act in vote: At least two Liberal MPs expressed doubts about the continued use of the act in the lead up to the vote. Ontario MP Nathaniel Erskine-Smith said that despite reservations he would support the motion because the vote was","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,99.1% 0.9% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NoYXJlc3QtcG9pbGlldnJlLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLTEuNjM4MTk4NdIBAA?oc=5,Pierre Poilievre,"A month ago, Pierre Poilievre used his highly weaponized Twitter account to announce a run for the Conservative leadership with a tightly staged three-minute video : the MP in a suit and tie, seated at a desk before an expansive bookshelf, vowing to deliver Canadians from oppressive government and elite control. On Thursday, Jean Charest announced his own candidacy for the Conservative leadership by joining Twitter and posting a casual 22-second video - no tie, only a blank white wall behind him - to greet his new followers. Viewed from one angle, Charest's opening foray may have looked dangerously unsophisticated","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NoYXJlc3QtcG9pbGlldnJlLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLTEuNjM4MTk4NdIBAA?oc=5,Pierre Poilievre,"itch - to be unapologetically and aggressively conservative, to air grievances and attack everything about Justin Trudeau and the Liberal agenda. Poilievre presents himself as a fearless populist. His campaign cry of ""freedom"" followed on his enthusiastic embrace of the self-styled ""freedom convoy"" that occupied downtown Ottawa. WATCH | Pierre Poilievre discusses anti-vaccine mandate protest : ""Built to win"" promises Conservatives something else - a chance to actually hold power. ""Built to win"" says that while Charest might not say or do all of the things that the Conservative base wants, he's better positioned to win the next federal election.","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,92.3% 7.7% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL2NoYXJlc3QtcG9pbGlldnJlLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLTEuNjM4MTk4NdIBAA?oc=5,Justin Trudeau,"The Charest campaign's slogan - ""built to win"" - might be read as a response to that charge. In his words and his style, Poilievre is offering Conservatives an opportunity to scratch a political itch - to be unapologetically and aggressively conservative, to air grievances and attack everything about Justin Trudeau and the Liberal agenda. Poilievre presents himself as a fearless populist. His campaign cry of ""freedom"" followed on his enthusiastic embrace of the self-styled ""freedom convoy"" that occupied downtown Ottawa. WATCH | Pierre Poilievre discusses anti-vaccine mandate protest : ""Built to win"" promises Conservatives something else - a chance","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,77.0% 23.0% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral negative positive,65.7% 34.3% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1iYWxsaW5nYWxsLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLWNhbmFkYS1wcm91ZC0xLjY0MzMwODjSAQA?oc=5,Pierre Poilievre,"Pierre Poilievre may be known for his social media savvy, but his campaign is getting some help from a conservative meme machine. Jeff Ballingall's company, Mobilize Media, has been retained by the Poilievre Conservative leadership campaign, sources familiar with the hiring told CBC News. CBC News is not revealing the sources' identities because they are not authorized to speak publicly about it. The Poilievre campaign declined to comment. Ballingall specializes in shareable, anti-Liberal messaging that often takes on a mocking or outraged tone. His Canada Proud and Ontario Proud accounts have amassed hundreds of thousands of followers on Facebook and","Does this news show Pierre Poilievre in a positive, negative or neutral way?",neutral positive negative,100.0% 0% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1iYWxsaW5nYWxsLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLWNhbmFkYS1wcm91ZC0xLjY0MzMwODjSAQA?oc=5,Pierre Poilievre,"hundreds of thousands of times. But having his messages amplified online by Ballingall's assets is undoubtedly helping the candidate. One recent Canada Proud post, for example, featured a news article about Poilievre's energy policy along with the comment, ""Money to Canadians, not to dirty dictatorships. Do you agree with Pierre Poilievre?"" Another compared pictures of a Pierre Poilievre rally with hundreds in attendance to a shot of rival candidate Jean Charest holding a meeting in what is purportedly the same room with fewer than two dozen supporters visible. The caption read, ""Yikes and a half."" It has been shared over","Does this news show Pierre Poilievre in a positive, negative or neutral way?",positive neutral negative,88.1% 11.9% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,77.3% 22.7% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1iYWxsaW5nYWxsLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLWNhbmFkYS1wcm91ZC0xLjY0MzMwODjSAQA?oc=5,Pierre Poilievre,"his messages amplified online by Ballingall's assets is undoubtedly helping the candidate. One recent Canada Proud post, for example, featured a news article about Poilievre's energy policy along with the comment, ""Money to Canadians, not to dirty dictatorships. Do you agree with Pierre Poilievre?"" Another compared pictures of a Pierre Poilievre rally with hundreds in attendance to a shot of rival candidate Jean Charest holding a meeting in what is purportedly the same room with fewer than two dozen supporters visible. The caption read, ""Yikes and a half."" It has been shared over 800 times. In the last leadership campaign,","Does this news show Pierre Poilievre in a positive, negative or neutral way?",positive neutral negative,97.3% 2.7% 0%,"Is this news written with a positive, negative or neutral bias towards Pierre Poilievre?",neutral positive negative,52.0% 48.0% 0%,pos
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL3BvbGl0aWNzL3BvaWxpZXZyZS1iYWxsaW5nYWxsLWNvbnNlcnZhdGl2ZS1sZWFkZXJzaGlwLWNhbmFkYS1wcm91ZC0xLjY0MzMwODjSAQA?oc=5,Justin Trudeau,"sold his shares, according to a representative of the media outlet. Controversial messaging Ballingall's pages, which are funded by donations, throw some verbal blows that might raise eyebrows coming directly from a politician. One example is a post that said while inflation made Canadian money ""worth less,"" Prime Minister Justin Trudeau is ""worthless."" While Ballingall's services can boost a campaign, the Proud pages have come in for considerable criticism. In the lead-up to Ontario's provincial election in 2018, CBC News reported that user comments insulting then-premier Kathleen Wynne's appearance and sexual orientation were visible on the Ontario Proud Facebook page.","Does this news show Justin Trudeau in a positive, negative or neutral way?",negative neutral positive,95.4% 4.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",negative neutral positive,92.1% 7.9% 0%,neg
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9jYWxnYXJ5L2FsYmVydGEtcHJlbWllci1kYW5pZWxsZS1zbWl0aC1jb3ZpZC0xLjY3MTM4MTPSAQA?oc=5,Justin Trudeau,"funding, but the president of the organization said that was untrue, disputing the idea that the Games' vaccination policy was reversed in exchange for funding. Nenshi added that if Smith is discussing the prosecutions with Shandro, while legal, it bears resemblance to the SNC-Lavalin controversy that landed Prime Minister Justin Trudeau in hot water in 2019. Ethics Commissioner Mario Dion found that Trudeau violated the Conflict of Interest Act by trying to influence then-justice minister Jody Wilson-Raybould and to get her to overrule a decision to not grant a deferred prosecution agreement to engineering firm SNC-Lavalin. ""Citizens really can ask","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral negative positive,99.3% 0.7% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9raXRjaGVuZXItd2F0ZXJsb28vbmRwLW9udGFyaW8tZWxlY3Rpb24tamFnbWVldC1zaW5naC0xLjY0NDcwMTLSASBodHRwczovL3d3dy5jYmMuY2EvYW1wLzEuNjQ0NzAxMg?oc=5,Jagmeet Singh,"Jagmeet Singh, leader of the federal New Democratic Party, was in Waterloo region Monday in support of local NDP provincial candidates ahead of the June 2 election. His first stop was Laura Mae Lindo's campaign office in downtown Kitchener. ""I was provincial member of parliament before,"" he told CBC Kichener-Waterloo. ""I had the honour of serving with Andrea Horwath as my leader at the time and there's a lot of unfinished business, I feel."" Singh added that he wants ""to be here to help bring in a New Democratic government that's going to be focused on people, on their needs","Does this news show Jagmeet Singh in a positive, negative or neutral way?",neutral positive negative,92.4% 7.6% 0%,"Is this news written with a positive, negative or neutral bias towards Jagmeet Singh?",neutral positive negative,100.0% 0% 0%,neu
https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9wcmluY2UtZWR3YXJkLWlzbGFuZC9wZWktZmlvbmEtcmVjb3Zlcnktb2N0LTQtMS42NjA1MTk10gEA?oc=5,Justin Trudeau,"that they're working on."" On Wednesday morning, she said, some crews will be deployed to some smaller or individual outages. Federal money for rebuilding Also on Tuesday, the federal government announced another $300 million in funding to cope with the storm's after-effects in the next two years. Prime Minister Justin Trudeau was in Halifax to deliver the news. The Hurricane Fiona Recovery Fund, administered by the Atlantic Canada Opportunities Agency, is intended to help those impacted by the storm and to support long-term recovery efforts. For example, it will be spent on: Helping local communities and businesses rebuild and recover","Does this news show Justin Trudeau in a positive, negative or neutral way?",neutral positive negative,67.4% 32.6% 0%,"Is this news written with a positive, negative or neutral bias towards Justin Trudeau?",neutral positive negative,100.0% 0% 0%,neu
